date,state,district,total_bio_updates
2025-07-31,TAMIL NADU,CUDDALORE,18249
2025-07-31,TAMIL NADU,DHARMAPURI,9534
2025-07-31,TAMIL NADU,DINDIGUL,24551
2025-07-31,TAMIL NADU,ERODE,17071
2025-07-31,TAMIL NADU,KALLAKURICHI,411
2025-07-31,TAMIL NADU,KANCHEEPURAM,27693
2025-07-31,TAMIL NADU,KANNIYAKUMARI,8963
2025-07-31,TAMIL NADU,KANYAKUMARI,2704
2025-07-31,TAMIL NADU,KARUR,7147
2025-07-31,TAMIL NADU,KRISHNAGIRI,12796
2025-07-31,TAMIL NADU,MADURAI,26698
2025-07-31,TAMIL NADU,MAYILADUTHURAI,270
2025-07-31,TAMIL NADU,NAGAPATTINAM,9921
2025-07-31,TAMIL NADU,NAMAKKAL,15285
2025-07-31,TAMIL NADU,PERAMBALUR,7619
2025-07-31,TAMIL NADU,PUDUKKOTTAI,15732
2025-07-31,TAMIL NADU,RAMANATHAPURAM,12666
2025-07-31,TAMIL NADU,RANIPET,25
2025-07-31,TAMIL NADU,SALEM,28655
2025-07-31,TAMIL NADU,SIVAGANGA,11371
2025-07-31,TAMIL NADU,TENKASI,619
2025-07-31,TAMIL NADU,THANJAVUR,20751
2025-07-31,TAMIL NADU,THE NILGIRIS,5932
2025-07-31,TAMIL NADU,THENI,10300
2025-07-31,TAMIL NADU,THIRUVALLUR,145
2025-07-31,TAMIL NADU,THIRUVARUR,7493
2025-07-31,TAMIL NADU,THOOTHUKKUDI,13498
2025-07-31,TAMIL NADU,TIRUCHIRAPPALLI,25428
2025-07-31,TAMIL NADU,TIRUNELVELI,23342
2025-07-31,TAMIL NADU,TIRUPATTUR,821
2025-07-31,TAMIL NADU,TIRUPPUR,17882
2025-07-31,TAMIL NADU,TIRUVALLUR,28855
2025-07-31,TAMIL NADU,TIRUVANNAMALAI,15010
2025-07-31,TAMIL NADU,VELLORE,20192
2025-07-31,TAMIL NADU,VILLUPURAM,11213
2025-07-31,TAMIL NADU,VILUPPURAM,8737
2025-07-31,TAMIL NADU,VIRUDHUNAGAR,13092
2025-07-31,TELANGANA,ADILABAD,9898
2025-07-31,TELANGANA,BHADRADRI KOTHAGUDEM,2759
2025-07-31,TELANGANA,HANUMAKONDA,1274
2025-07-31,TELANGANA,HYDERABAD,31711
2025-07-31,TELANGANA,JAGITIAL,1217
2025-07-31,TELANGANA,JANGOAN,732
2025-07-31,TELANGANA,JAYASHANKAR BHUPALPALLY,534
2025-07-31,TELANGANA,JOGULAMBA GADWAL,1630
2025-07-31,TELANGANA,K.V. RANGAREDDY,36531
2025-07-31,TELANGANA,KAMAREDDY,1881
2025-07-31,TELANGANA,KARIMNAGAR,16347
2025-07-31,TELANGANA,KHAMMAM,7608
2025-07-31,TELANGANA,KOMARAM BHEEM,1049
2025-07-31,TELANGANA,MAHABUBABAD,1167
2025-07-31,TELANGANA,MAHABUBNAGAR,27656
2025-07-31,TELANGANA,MANCHERIAL,1192
2025-07-31,TELANGANA,MEDAK,15087
2025-07-31,TELANGANA,MEDCHAL-MALKAJGIRI,3630
2025-07-31,TELANGANA,MULUGU,759
2025-07-31,TELANGANA,NAGARKURNOOL,1529
2025-07-31,TELANGANA,NALGONDA,18075
2025-07-31,TELANGANA,NARAYANPET,1142
2025-07-31,TELANGANA,NIRMAL,1497
2025-07-31,TELANGANA,NIZAMABAD,14622
2025-07-31,TELANGANA,PEDDAPALLI,746
2025-07-31,TELANGANA,RAJANNA SIRCILLA,921
2025-07-31,TELANGANA,RANGAREDDY,423
2025-07-31,TELANGANA,SANGAREDDY,2562
2025-07-31,TELANGANA,SIDDIPET,1125
2025-07-31,TELANGANA,SURYAPET,2603
2025-07-31,TELANGANA,VIKARABAD,2020
2025-07-31,TELANGANA,WANAPARTHY,1348
2025-07-31,TELANGANA,WARANGAL,11507
2025-07-31,TELANGANA,WARANGAL RURAL,945
2025-07-31,TELANGANA,WARANGAL URBAN,1201
2025-07-31,TELANGANA,YADADRI.,1691
2025-07-31,TRIPURA,DHALAI,3981
2025-07-31,TRIPURA,DHALAI  *,64
2025-07-31,TRIPURA,GOMATI,1219
2025-07-31,TRIPURA,KHOWAI,908
2025-07-31,TRIPURA,NORTH TRIPURA,6076
2025-07-31,TRIPURA,SEPAHIJALA,1975
2025-07-31,TRIPURA,SOUTH TRIPURA,5300
2025-07-31,TRIPURA,UNAKOTI,1123
2025-07-31,TRIPURA,WEST TRIPURA,10021
2025-07-31,UTTAR PRADESH,AGRA,39762
2025-07-31,UTTAR PRADESH,ALIGARH,29502
2025-07-31,UTTAR PRADESH,ALLAHABAD,41086
2025-07-31,UTTAR PRADESH,AMBEDKAR NAGAR,13649
2025-07-31,UTTAR PRADESH,AMETHI,13763
2025-07-31,UTTAR PRADESH,AMROHA,10740
2025-07-31,UTTAR PRADESH,AURAIYA,11063
2025-07-31,UTTAR PRADESH,AYODHYA,1272
2025-07-31,UTTAR PRADESH,AZAMGARH,26626
2025-07-31,UTTAR PRADESH,BAGHPAT,8118
2025-07-31,UTTAR PRADESH,BAHRAICH,20248
2025-07-31,UTTAR PRADESH,BALLIA,21338
2025-07-31,UTTAR PRADESH,BALRAMPUR,13149
2025-07-31,UTTAR PRADESH,BANDA,14426
2025-07-31,UTTAR PRADESH,BARA BANKI,24476
2025-07-31,UTTAR PRADESH,BARABANKI,597
2025-07-31,UTTAR PRADESH,BAREILLY,34107
2025-07-31,UTTAR PRADESH,BASTI,16716
2025-07-31,UTTAR PRADESH,BHADOHI,894
2025-07-31,UTTAR PRADESH,BIJNOR,31962
2025-07-31,UTTAR PRADESH,BUDAUN,17706
2025-07-31,UTTAR PRADESH,BULANDSHAHR,25509
2025-07-31,UTTAR PRADESH,CHANDAULI,14023
2025-07-31,UTTAR PRADESH,CHITRAKOOT,7875
2025-07-31,UTTAR PRADESH,DEORIA,24078
2025-07-31,UTTAR PRADESH,ETAH,11247
2025-07-31,UTTAR PRADESH,ETAWAH,12034
2025-07-31,UTTAR PRADESH,FAIZABAD,16192
2025-07-31,UTTAR PRADESH,FARRUKHABAD,10584
2025-07-31,UTTAR PRADESH,FATEHPUR,21462
2025-07-31,UTTAR PRADESH,FIROZABAD,14236
2025-07-31,UTTAR PRADESH,GAUTAM BUDDHA NAGAR,13186
2025-07-31,UTTAR PRADESH,GHAZIABAD,30514
2025-07-31,UTTAR PRADESH,GHAZIPUR,21036
2025-07-31,UTTAR PRADESH,GONDA,22346
2025-07-31,UTTAR PRADESH,GORAKHPUR,30944
2025-07-31,UTTAR PRADESH,HAMIRPUR,12641
2025-07-31,UTTAR PRADESH,HAPUR,7060
2025-07-31,UTTAR PRADESH,HARDOI,26134
2025-07-31,UTTAR PRADESH,HATHRAS,12031
2025-07-31,UTTAR PRADESH,JALAUN,11947
2025-07-31,UTTAR PRADESH,JAUNPUR,28471
2025-07-31,UTTAR PRADESH,JHANSI,17188
2025-07-31,UTTAR PRADESH,KANNAUJ,9775
2025-07-31,UTTAR PRADESH,KANPUR DEHAT,12467
2025-07-31,UTTAR PRADESH,KANPUR NAGAR,26567
2025-07-31,UTTAR PRADESH,KASGANJ,10640
2025-07-31,UTTAR PRADESH,KAUSHAMBI,13565
2025-07-31,UTTAR PRADESH,KHERI,31529
2025-07-31,UTTAR PRADESH,KUSHINAGAR,27806
2025-07-31,UTTAR PRADESH,KUSHINAGAR *,29
2025-07-31,UTTAR PRADESH,LALITPUR,15205
2025-07-31,UTTAR PRADESH,LUCKNOW,33502
2025-07-31,UTTAR PRADESH,MAHARAJGANJ,17266
2025-07-31,UTTAR PRADESH,MAHOBA,7894
2025-07-31,UTTAR PRADESH,MAINPURI,11960
2025-07-31,UTTAR PRADESH,MATHURA,17904
2025-07-31,UTTAR PRADESH,MAU,12536
2025-07-31,UTTAR PRADESH,MEERUT,21479
2025-07-31,UTTAR PRADESH,MIRZAPUR,16289
2025-07-31,UTTAR PRADESH,MORADABAD,19386
2025-07-31,UTTAR PRADESH,MUZAFFARNAGAR,31685
2025-07-31,UTTAR PRADESH,PILIBHIT,18399
2025-07-31,UTTAR PRADESH,PRATAPGARH,19013
2025-07-31,UTTAR PRADESH,PRAYAGRAJ,3494
2025-07-31,UTTAR PRADESH,RAE BARELI,17312
2025-07-31,UTTAR PRADESH,RAMPUR,12972
2025-07-31,UTTAR PRADESH,SAHARANPUR,25923
2025-07-31,UTTAR PRADESH,SAMBHAL,12990
2025-07-31,UTTAR PRADESH,SANT KABIR NAGAR,13074
2025-07-31,UTTAR PRADESH,SANT RAVIDAS NAGAR,9171
2025-07-31,UTTAR PRADESH,SHAHJAHANPUR,22683
2025-07-31,UTTAR PRADESH,SHAMLI,11503
2025-07-31,UTTAR PRADESH,SHRAWASTI,8239
2025-07-31,UTTAR PRADESH,SIDDHARTHNAGAR,16457
2025-07-31,UTTAR PRADESH,SITAPUR,37047
2025-07-31,UTTAR PRADESH,SONBHADRA,15208
2025-07-31,UTTAR PRADESH,SULTANPUR,14230
2025-07-31,UTTAR PRADESH,UNNAO,20931
2025-07-31,UTTAR PRADESH,VARANASI,27933
2025-07-31,UTTARAKHAND,ALMORA,3389
2025-07-31,UTTARAKHAND,BAGESHWAR,2611
2025-07-31,UTTARAKHAND,CHAMOLI,3430
2025-07-31,UTTARAKHAND,CHAMPAWAT,2243
2025-07-31,UTTARAKHAND,DEHRADUN,19062
2025-07-31,UTTARAKHAND,HARIDWAR,14362
2025-07-31,UTTARAKHAND,NAINITAL,6692
2025-07-31,UTTARAKHAND,PAURI GARHWAL,4415
2025-07-31,UTTARAKHAND,PITHORAGARH,3897
2025-07-31,UTTARAKHAND,RUDRAPRAYAG,2775
2025-07-31,UTTARAKHAND,TEHRI GARHWAL,5695
2025-07-31,UTTARAKHAND,UDHAM SINGH NAGAR,11952
2025-07-31,UTTARAKHAND,UTTARKASHI,2484
2025-07-31,WEST BENGAL,ALIPURDUAR,1241
2025-07-31,WEST BENGAL,BANKURA,17568
2025-07-31,WEST BENGAL,BARDDHAMAN,31446
2025-07-31,WEST BENGAL,BARDHAMAN,2075
2025-07-31,WEST BENGAL,BIRBHUM,15810
2025-07-31,WEST BENGAL,COOCH BEHAR,6925
2025-07-31,WEST BENGAL,DAKSHIN DINAJPUR,7868
2025-07-31,WEST BENGAL,DARJEELING,6164
2025-07-31,WEST BENGAL,DARJILING,389
2025-07-31,WEST BENGAL,EAST MIDNAPORE,4194
2025-07-31,WEST BENGAL,HAORA,4985
2025-07-31,WEST BENGAL,HOOGHLY,28671
2025-07-31,WEST BENGAL,HOWRAH,19625
2025-07-31,WEST BENGAL,JALPAIGURI,13576
2025-07-31,WEST BENGAL,JHARGRAM,513
2025-07-31,WEST BENGAL,KALIMPONG,71
2025-07-31,WEST BENGAL,KOCH BIHAR,2059
2025-07-31,WEST BENGAL,KOLKATA,12582
2025-07-31,WEST BENGAL,MALDA,15861
2025-07-31,WEST BENGAL,MALDAH,2361
2025-07-31,WEST BENGAL,MURSHIDABAD,37514
2025-07-31,WEST BENGAL,NADIA,20374
2025-07-31,WEST BENGAL,NORTH 24 PARGANAS,38724
2025-07-31,WEST BENGAL,NORTH DINAJPUR,191
2025-07-31,WEST BENGAL,NORTH TWENTY FOUR PARGANAS,2008
2025-07-31,WEST BENGAL,PASCHIM BARDHAMAN,1610
2025-07-31,WEST BENGAL,PASCHIM MEDINIPUR,23769
2025-07-31,WEST BENGAL,PURBA BARDHAMAN,2038
2025-07-31,WEST BENGAL,PURBA MEDINIPUR,22427
2025-07-31,WEST BENGAL,PURULIA,556
2025-07-31,WEST BENGAL,PURULIYA,13808
2025-07-31,WEST BENGAL,SOUTH 24 PARGANAS,39567
2025-07-31,WEST BENGAL,SOUTH DINAJPUR,341
2025-07-31,WEST BENGAL,SOUTH TWENTY FOUR PARGANAS,5357
2025-07-31,WEST BENGAL,UTTAR DINAJPUR,14931
2025-07-31,WEST BENGAL,WEST MIDNAPORE,2762
2025-09-30,ANDAMAN & NICOBAR ISLANDS,ANDAMANS,317
2025-09-30,ANDAMAN & NICOBAR ISLANDS,NICOBARS,1
2025-09-30,ANDAMAN & NICOBAR ISLANDS,SOUTH ANDAMAN,111
2025-09-30,ANDAMAN AND NICOBAR ISLANDS,NICOBAR,248
2025-09-30,ANDAMAN AND NICOBAR ISLANDS,NORTH AND MIDDLE ANDAMAN,746
2025-09-30,ANDAMAN AND NICOBAR ISLANDS,SOUTH ANDAMAN,1330
2025-09-30,ANDHRA PRADESH,ADILABAD,7619
2025-09-30,ANDHRA PRADESH,ALLURI SITHARAMA RAJU,1411
2025-09-30,ANDHRA PRADESH,ANAKAPALLI,403
2025-09-30,ANDHRA PRADESH,ANANTAPUR,5739
2025-09-30,ANDHRA PRADESH,ANANTHAPUR,3201
2025-09-30,ANDHRA PRADESH,ANANTHAPURAMU,3869
2025-09-30,ANDHRA PRADESH,ANNAMAYYA,576
2025-09-30,ANDHRA PRADESH,BAPATLA,316
2025-09-30,ANDHRA PRADESH,CHITTOOR,12167
2025-09-30,ANDHRA PRADESH,CUDDAPAH,8415
2025-09-30,ANDHRA PRADESH,DR. B. R. AMBEDKAR KONASEEMA,509
2025-09-30,ANDHRA PRADESH,EAST GODAVARI,15238
2025-09-30,ANDHRA PRADESH,ELURU,607
2025-09-30,ANDHRA PRADESH,GUNTUR,13222
2025-09-30,ANDHRA PRADESH,HYDERABAD,10502
2025-09-30,ANDHRA PRADESH,K.V. RANGAREDDY,86
2025-09-30,ANDHRA PRADESH,K.V.RANGAREDDY,210
2025-09-30,ANDHRA PRADESH,KAKINADA,596
2025-09-30,ANDHRA PRADESH,KARIM NAGAR,262
2025-09-30,ANDHRA PRADESH,KARIMNAGAR,3138
2025-09-30,ANDHRA PRADESH,KHAMMAM,4691
2025-09-30,ANDHRA PRADESH,KRISHNA,14906
2025-09-30,ANDHRA PRADESH,KURNOOL,16957
2025-09-30,ANDHRA PRADESH,MAHABUB NAGAR,3883
2025-09-30,ANDHRA PRADESH,MAHABUBNAGAR,42
2025-09-30,ANDHRA PRADESH,MAHBUBNAGAR,2221
2025-09-30,ANDHRA PRADESH,MEDAK,3606
2025-09-30,ANDHRA PRADESH,N. T. R,967
2025-09-30,ANDHRA PRADESH,NALGONDA,4700
2025-09-30,ANDHRA PRADESH,NANDYAL,608
2025-09-30,ANDHRA PRADESH,NELLORE,8410
2025-09-30,ANDHRA PRADESH,NIZAMABAD,1329
2025-09-30,ANDHRA PRADESH,PALNADU,540
2025-09-30,ANDHRA PRADESH,PARVATHIPURAM MANYAM,581
2025-09-30,ANDHRA PRADESH,PRAKASAM,10468
2025-09-30,ANDHRA PRADESH,RANGAREDDI,5799
2025-09-30,ANDHRA PRADESH,SRI POTTI SRIRAMULU NELLORE,618
2025-09-30,ANDHRA PRADESH,SRI SATHYA SAI,597
2025-09-30,ANDHRA PRADESH,SRIKAKULAM,9199
2025-09-30,ANDHRA PRADESH,TIRUPATI,671
2025-09-30,ANDHRA PRADESH,VISAKHAPATNAM,19069
2025-09-30,ANDHRA PRADESH,VIZIANAGARAM,8150
2025-09-30,ANDHRA PRADESH,WARANGAL,6752
2025-09-30,ANDHRA PRADESH,WEST GODAVARI,12086
2025-09-30,ANDHRA PRADESH,Y. S. R,568
2025-09-30,ARUNACHAL PRADESH,ANJAW,78
2025-09-30,ARUNACHAL PRADESH,CHANGLANG,1276
2025-09-30,ARUNACHAL PRADESH,DIBANG VALLEY,19
2025-09-30,ARUNACHAL PRADESH,EAST KAMENG,659
2025-09-30,ARUNACHAL PRADESH,EAST SIANG,248
2025-09-30,ARUNACHAL PRADESH,KAMLE,23
2025-09-30,ARUNACHAL PRADESH,KRA DAADI,112
2025-09-30,ARUNACHAL PRADESH,KURUNG KUMEY,266
2025-09-30,ARUNACHAL PRADESH,LEPARADA,3
2025-09-30,ARUNACHAL PRADESH,LOHIT,316
2025-09-30,ARUNACHAL PRADESH,LONGDING,333
2025-09-30,ARUNACHAL PRADESH,LOWER DIBANG VALLEY,177
2025-09-30,ARUNACHAL PRADESH,LOWER SIANG,40
2025-09-30,ARUNACHAL PRADESH,LOWER SUBANSIRI,296
2025-09-30,ARUNACHAL PRADESH,NAMSAI,378
2025-09-30,ARUNACHAL PRADESH,PAKKE KESSANG,28
2025-09-30,ARUNACHAL PRADESH,PAPUM PARE,1377
2025-09-30,ARUNACHAL PRADESH,SHI-YOMI,24
2025-09-30,ARUNACHAL PRADESH,SIANG,131
2025-09-30,ARUNACHAL PRADESH,TAWANG,161
2025-09-30,ARUNACHAL PRADESH,TIRAP,172
2025-09-30,ARUNACHAL PRADESH,UPPER SIANG,118
2025-09-30,ARUNACHAL PRADESH,UPPER SUBANSIRI,333
2025-09-30,ARUNACHAL PRADESH,WEST KAMENG,565
2025-09-30,ARUNACHAL PRADESH,WEST SIANG,607
2025-09-30,ASSAM,BAJALI,9
2025-09-30,ASSAM,BAKSA,1140
2025-09-30,ASSAM,BARPETA,10091
2025-09-30,ASSAM,BISWANATH,901
2025-09-30,ASSAM,BONGAIGAON,2710
2025-09-30,ASSAM,CACHAR,7806
2025-09-30,ASSAM,CHARAIDEO,1622
2025-09-30,ASSAM,CHIRANG,1126
2025-09-30,ASSAM,DARRANG,2507
2025-09-30,ASSAM,DHEMAJI,2565
2025-09-30,ASSAM,DHUBRI,5295
2025-09-30,ASSAM,DIBRUGARH,2657
2025-09-30,ASSAM,DIMA HASAO,3
2025-09-30,ASSAM,GOALPARA,2491
2025-09-30,ASSAM,GOLAGHAT,2110
2025-09-30,ASSAM,HAILAKANDI,2457
2025-09-30,ASSAM,HOJAI,3050
2025-09-30,ASSAM,JORHAT,1714
2025-09-30,ASSAM,KAMRUP,5027
2025-09-30,ASSAM,KAMRUP METRO,2843
2025-09-30,ASSAM,KARBI ANGLONG,3184
2025-09-30,ASSAM,KARIMGANJ,3608
2025-09-30,ASSAM,KOKRAJHAR,1443
2025-09-30,ASSAM,LAKHIMPUR,3033
2025-09-30,ASSAM,MAJULI,353
2025-09-30,ASSAM,MARIGAON,3906
2025-09-30,ASSAM,NAGAON,12564
2025-09-30,ASSAM,NALBARI,2926
2025-09-30,ASSAM,NORTH CACHAR HILLS,947
2025-09-30,ASSAM,SIBSAGAR,1125
2025-09-30,ASSAM,SONITPUR,2790
2025-09-30,ASSAM,SOUTH SALMARA MANKACHAR,506
2025-09-30,ASSAM,SRIBHUMI,74
2025-09-30,ASSAM,TAMULPUR DISTRICT,21
2025-09-30,ASSAM,TINSUKIA,1574
2025-09-30,ASSAM,UDALGURI,1691
2025-09-30,ASSAM,WEST KARBI ANGLONG,690
2025-09-30,BIHAR,ARARIA,12405
2025-09-30,BIHAR,ARWAL,2597
2025-09-30,BIHAR,AURANGABAD,7892
2025-09-30,BIHAR,AURANGABAD(BH),47
2025-09-30,BIHAR,BANKA,6354
2025-09-30,BIHAR,BEGUSARAI,10929
2025-09-30,BIHAR,BHABUA,10
2025-09-30,BIHAR,BHAGALPUR,11017
2025-09-30,BIHAR,BHOJPUR,7111
2025-09-30,BIHAR,BUXAR,4265
2025-09-30,BIHAR,DARBHANGA,15584
2025-09-30,BIHAR,EAST CHAMPARAN,15986
2025-09-30,BIHAR,GAYA,12342
2025-09-30,BIHAR,GOPALGANJ,7203
2025-09-30,BIHAR,JAMUI,5357
2025-09-30,BIHAR,JEHANABAD,2560
2025-09-30,BIHAR,KAIMUR (BHABUA),6577
2025-09-30,BIHAR,KATIHAR,19522
2025-09-30,BIHAR,KHAGARIA,6218
2025-09-30,BIHAR,KISHANGANJ,15963
2025-09-30,BIHAR,LAKHISARAI,3813
2025-09-30,BIHAR,MADHEPURA,8868
2025-09-30,BIHAR,MADHUBANI,13820
2025-09-30,BIHAR,MONGHYR,35
2025-09-30,BIHAR,MUNGER,4059
2025-09-30,BIHAR,MUZAFFARPUR,15825
2025-09-30,BIHAR,NALANDA,8824
2025-09-30,BIHAR,NAWADA,6644
2025-09-30,BIHAR,PASHCHIM CHAMPARAN,61
2025-09-30,BIHAR,PATNA,15728
2025-09-30,BIHAR,PURBA CHAMPARAN,44
2025-09-30,BIHAR,PURNEA,604
2025-09-30,BIHAR,PURNIA,18703
2025-09-30,BIHAR,ROHTAS,9115
2025-09-30,BIHAR,SAHARSA,12175
2025-09-30,BIHAR,SAMASTIPUR,12827
2025-09-30,BIHAR,SAMSTIPUR,56
2025-09-30,BIHAR,SARAN,11052
2025-09-30,BIHAR,SHEIKHPURA,4746
2025-09-30,BIHAR,SHEIKPURA,41
2025-09-30,BIHAR,SHEOHAR,2654
2025-09-30,BIHAR,SITAMARHI,12321
2025-09-30,BIHAR,SIWAN,9304
2025-09-30,BIHAR,SUPAUL,7254
2025-09-30,BIHAR,VAISHALI,12899
2025-09-30,BIHAR,WEST CHAMPARAN,10690
2025-09-30,CHANDIGARH,CHANDIGARH,4308
2025-09-30,CHANDIGARH,RUPNAGAR,4
2025-09-30,CHHATISGARH,RAIPUR,1
2025-09-30,CHHATTISGARH,BALOD,6844
2025-09-30,CHHATTISGARH,BALODA BAZAR,7851
2025-09-30,CHHATTISGARH,BALRAMPUR,4757
2025-09-30,CHHATTISGARH,BASTAR,10028
2025-09-30,CHHATTISGARH,BEMETARA,6616
2025-09-30,CHHATTISGARH,BIJAPUR,2230
2025-09-30,CHHATTISGARH,BILASPUR,11585
2025-09-30,CHHATTISGARH,DAKSHIN BASTAR DANTEWADA,2943
2025-09-30,CHHATTISGARH,DANTEWADA,2347
2025-09-30,CHHATTISGARH,DHAMTARI,6307
2025-09-30,CHHATTISGARH,DURG,13780
2025-09-30,CHHATTISGARH,GARIYABAND,3967
2025-09-30,CHHATTISGARH,GAURELA-PENDRA-MARWAHI,82
2025-09-30,CHHATTISGARH,JANJGIR - CHAMPA,36
2025-09-30,CHHATTISGARH,JANJGIR CHAMPA,32
2025-09-30,CHHATTISGARH,JANJGIR-CHAMPA,11969
2025-09-30,CHHATTISGARH,JASHPUR,4333
2025-09-30,CHHATTISGARH,KABEERDHAM,1908
2025-09-30,CHHATTISGARH,KANKER,3459
2025-09-30,CHHATTISGARH,KAWARDHA,3541
2025-09-30,CHHATTISGARH,KHAIRAGARH CHHUIKHADAN GANDAI,113
2025-09-30,CHHATTISGARH,KONDAGAON,3763
2025-09-30,CHHATTISGARH,KORBA,9452
2025-09-30,CHHATTISGARH,KORIYA,4137
2025-09-30,CHHATTISGARH,MAHASAMUND,5436
2025-09-30,CHHATTISGARH,MANENDRAGARH–CHIRMIRI–BHARATPUR,127
2025-09-30,CHHATTISGARH,MOHALLA-MANPUR-AMBAGARH CHOWKI,6
2025-09-30,CHHATTISGARH,MOHLA-MANPUR-AMBAGARH CHOUKI,274
2025-09-30,CHHATTISGARH,MUNGELI,5815
2025-09-30,CHHATTISGARH,NARAYANPUR,1798
2025-09-30,CHHATTISGARH,RAIGARH,25947
2025-09-30,CHHATTISGARH,RAIPUR,14519
2025-09-30,CHHATTISGARH,RAJNANDGAON,9897
2025-09-30,CHHATTISGARH,SAKTI,294
2025-09-30,CHHATTISGARH,SARANGARH-BILAIGARH,199
2025-09-30,CHHATTISGARH,SUKMA,2537
2025-09-30,CHHATTISGARH,SURAJPUR,6607
2025-09-30,CHHATTISGARH,SURGUJA,6350
2025-09-30,CHHATTISGARH,UTTAR BASTAR KANKER,2307
2025-09-30,DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,87
2025-09-30,DADRA AND NAGAR HAVELI,DADRA AND NAGAR HAVELI,5295
2025-09-30,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DADRA AND NAGAR HAVELI,109
2025-09-30,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DAMAN,31
2025-09-30,DADRA AND NAGAR HAVELI AND DAMAN AND DIU,DIU,10
2025-09-30,DAMAN & DIU,DAMAN,124
2025-09-30,DAMAN & DIU,DIU,62
2025-09-30,DAMAN AND DIU,DAMAN,568
2025-09-30,DAMAN AND DIU,DIU,180
2025-09-30,DELHI,CENTRAL DELHI,4319
2025-09-30,DELHI,EAST DELHI,10774
2025-09-30,DELHI,NAJAFGARH,90
2025-09-30,DELHI,NEW DELHI,395
2025-09-30,DELHI,NORTH DELHI,5515
2025-09-30,DELHI,NORTH EAST,2997
2025-09-30,DELHI,NORTH EAST DELHI,12125
2025-09-30,DELHI,NORTH WEST DELHI,25944
2025-09-30,DELHI,SHAHDARA,485
2025-09-30,DELHI,SOUTH DELHI,16842
2025-09-30,DELHI,SOUTH EAST DELHI,39
2025-09-30,DELHI,SOUTH WEST DELHI,11850
2025-09-30,DELHI,WEST DELHI,13917
2025-09-30,GOA,BARDEZ,12
2025-09-30,GOA,NORTH GOA,2763
2025-09-30,GOA,SOUTH GOA,2122
2025-09-30,GOA,TISWADI,1
2025-09-30,GUJARAT,AHMADABAD,2290
2025-09-30,GUJARAT,AHMEDABAD,33413
2025-09-30,GUJARAT,AMRELI,5958
2025-09-30,GUJARAT,ANAND,9974
2025-09-30,GUJARAT,ARVALLI,2861
2025-09-30,GUJARAT,BANAS KANTHA,99
2025-09-30,GUJARAT,BANASKANTHA,15888
2025-09-30,GUJARAT,BHARUCH,6689
2025-09-30,GUJARAT,BHAVNAGAR,11516
2025-09-30,GUJARAT,BOTAD,1350
2025-09-30,GUJARAT,CHHOTAUDEPUR,3063
2025-09-30,GUJARAT,DAHOD,11741
2025-09-30,GUJARAT,DEVBHUMI DWARKA,2009
2025-09-30,GUJARAT,DOHAD,1584
2025-09-30,GUJARAT,GANDHINAGAR,6169
2025-09-30,GUJARAT,GIR SOMNATH,2629
2025-09-30,GUJARAT,JAMNAGAR,6341
2025-09-30,GUJARAT,JUNAGADH,8308
2025-09-30,GUJARAT,KACHCHH,7494
2025-09-30,GUJARAT,KHEDA,10876
2025-09-30,GUJARAT,MAHESANA,8892
2025-09-30,GUJARAT,MAHISAGAR,2959
2025-09-30,GUJARAT,MORBI,2294
2025-09-30,GUJARAT,NARMADA,3315
2025-09-30,GUJARAT,NAVSARI,4273
2025-09-30,GUJARAT,PANCH MAHALS,72
2025-09-30,GUJARAT,PANCHMAHALS,11032
2025-09-30,GUJARAT,PATAN,6797
2025-09-30,GUJARAT,PORBANDAR,2242
2025-09-30,GUJARAT,RAJKOT,12925
2025-09-30,GUJARAT,SABAR KANTHA,154
2025-09-30,GUJARAT,SABARKANTHA,9301
2025-09-30,GUJARAT,SURAT,21367
2025-09-30,GUJARAT,SURENDRA NAGAR,7918
2025-09-30,GUJARAT,SURENDRANAGAR,162
2025-09-30,GUJARAT,TAPI,3853
2025-09-30,GUJARAT,THE DANGS,2715
2025-09-30,GUJARAT,VADODARA,16467
2025-09-30,GUJARAT,VALSAD,8515
2025-09-30,HARYANA,AMBALA,5358
2025-09-30,HARYANA,BHIWANI,7171
2025-09-30,HARYANA,CHARKHI DADRI,664
2025-09-30,HARYANA,FARIDABAD,10130
2025-09-30,HARYANA,FATEHABAD,5520
2025-09-30,HARYANA,GURGAON,5747
2025-09-30,HARYANA,HISAR,8488
2025-09-30,HARYANA,JHAJJAR,4776
2025-09-30,HARYANA,JIND,8398
2025-09-30,HARYANA,KAITHAL,7443
2025-09-30,HARYANA,KARNAL,8612
2025-09-30,HARYANA,KURUKSHETRA,6249
2025-09-30,HARYANA,MAHENDRAGARH,4487
2025-09-30,HARYANA,MEWAT,11347
2025-09-30,HARYANA,PALWAL,6697
2025-09-30,HARYANA,PANCHKULA,2393
2025-09-30,HARYANA,PANIPAT,6996
2025-09-30,HARYANA,REWARI,4729
2025-09-30,HARYANA,ROHTAK,6416
2025-09-30,HARYANA,SIRSA,7452
2025-09-30,HARYANA,SONIPAT,7146
2025-09-30,HARYANA,YAMUNA NAGAR,7360
2025-09-30,HARYANA,YAMUNANAGAR,90
2025-09-30,HIMACHAL PRADESH,BILASPUR,1690
